utc,sensor,call_type,x_local,y_local,z_local,x_utm,y_utm,z_utm,lat,lon
2021-11-04 01:21:45,hf,pair,54294.19940768391,22884.89537585811,-40.0,51313.36320787436,5007996.405316834,-40.0,45.082926866412606,-128.70114324024271
2021-11-04 01:22:29,hf,pair,54362.733906996014,22991.45795929037,-40.0,51244.82870856226,5008102.967900267,-40.0,45.08383796462981,-128.70210500569993
2021-11-04 01:22:25,lf,pair,36583.04644370636,23726.92824514825,-40.0,69024.51617185192,5008838.438186125,-40.0,45.10146882183059,-128.47787493927166
2021-11-04 01:21:44,lf,pair,36571.26471296011,23723.500204684267,-40.0,69036.29790259816,5008835.0101456605,-40.0,45.10144527614249,-128.477722928106
2021-11-04 01:22:08,lf,pair,54301.06920926337,22923.82930492903,-40.0,51306.4934062949,5008035.339245905,-40.0,45.08327125486644,-128.70126489825796
2021-11-04 01:21:59,south,hf,87702.61173928877,12746.406976906344,-40.0,17904.950876269504,4997857.916917883,-40.0,44.97024992483998,-129.11359565796246
2021-11-04 01:22:45,hf,pair,36610.78867536333,23576.104394497943,-40.0,68996.77394019495,5008687.614335475,-40.0,45.10010046437224,-128.4780963041581
2021-11-04 01:23:27,hf,pair,36642.75907081792,23604.703198485124,-40.0,68964.80354474035,5008716.213139461,-40.0,45.10033726446963,-128.478525372257
2021-11-04 01:23:06,lf,pair,36615.46917719064,23681.67277733611,-40.0,68992.09343836764,5008793.182718312,-40.0,45.10104356965355,-128.47824625895484
2021-11-04 01:23:04,south,lf,87782.26948075267,12620.528644000187,-40.0,17825.2931348056,4997732.038584976,-40.0,44.969069250941935,-129.11447990061907
2021-11-04 01:23:27,hf,pair,36626.5671023904,23600.651578236284,-40.0,68980.99551316787,5008712.161519213,-40.0,45.10031081661855,-128.47831702992815
2021-11-04 01:24:10,hf,pair,36665.73721385845,23599.129735379483,-40.0,68941.82540169983,5008710.639676356,-40.0,45.10027333421994,-128.4788112992618
2021-11-04 01:23:24,hf,pair,87739.10339064944,12533.383791699263,-40.0,17868.45922490883,4997644.893732675,-40.0,44.96831849467614,-129.11385244750193
2021-11-04 01:23:49,lf,pair,36627.62998677203,23726.98432724586,-40.0,68979.93262878625,5008838.494268222,-40.0,45.10144218445709,-128.47843906712123
2021-11-04 01:23:46,lf,pair,87916.03970105088,11914.118928252126,-40.0,17691.522914507397,4997025.628869228,-40.0,44.96265575570905,-129.11549216697148
2021-11-04 01:24:07,north,hf,72998.68233558406,27344.642627570316,-40.0,32608.88027997421,5012456.152568547,-40.0,45.110768743162446,-128.94170858655534
2021-11-04 01:24:51,hf,pair,36685.414841207334,23653.26977049212,-40.0,68922.14777435095,5008764.779711468,-40.0,45.100746479806745,-128.47910680045868
2021-11-04 01:24:31,lf,pair,36656.292323419475,23716.45608639082,-40.0,68951.2702921388,5008827.966027367,-40.0,45.10133039592242,-128.4787926577351
2021-11-04 01:24:53,north,hf,67858.8698860477,27029.771810374416,-40.0,37748.69272951057,5012141.2817513505,-40.0,45.11132409506858,-128.87642466733908
2021-11-04 01:24:55,south,hf,87779.75091219436,12706.860300919581,-40.0,17827.811703363914,4997818.370241896,-40.0,44.96984368444953,-129.11453055817336
2021-11-04 01:24:35,south,lf,87965.33035347592,11843.38444386317,-40.0,17642.232262082354,4996954.89438484,-40.0,44.96198923001545,-129.11604606734042
2021-11-04 01:25:34,hf,pair,36704.34769433415,23669.964877803406,-40.0,68903.21492122412,5008781.47481878,-40.0,45.100884550096126,-128.47936069199463
2021-11-04 01:26:01,hf,pair,54492.75635857866,23651.740569556827,-40.0,51114.80625697961,5008763.250510533,-40.0,45.08966984851128,-128.70433949419083
2021-11-04 01:25:13,lf,pair,36675.45968821337,23729.82507484863,-40.0,68932.10292734491,5008841.335015825,-40.0,45.10143852011564,-128.4790466590172
2021-11-04 01:25:55,lf,pair,36705.664731201985,23744.273350671712,-40.0,68901.8978843563,5008855.783291648,-40.0,45.10154959411952,-128.4794412399103
2021-11-04 01:25:41,lf,pair,54362.493218385236,23721.580335806717,-40.0,51245.069397173036,5008833.090276783,-40.0,45.090377946000714,-128.70275481056922
2021-11-04 01:25:51,south,hf,56485.94701584943,17187.732440506443,-40.0,49121.61559970884,5002299.242381482,-40.0,45.03050702667093,-128.72374320559103
2021-11-04 01:25:18,south,lf,87803.9350237206,12440.839424702672,-40.0,17803.627591837678,4997552.349365679,-40.0,44.96744622895582,-129.1145815449707
2021-11-04 01:26:16,hf,pair,36734.38166110075,23638.997569682033,-40.0,68873.18095445752,5008750.507510658,-40.0,45.10058877822202,-128.47971405844208
2021-11-04 01:26:01,hf,pair,54468.38983999708,23656.919740290752,-40.0,51139.172775561194,5008768.429681267,-40.0,45.08973167890288,-128.70403601958319
2021-11-04 01:26:45,hf,pair,54544.38402288318,23710.959207709384,-40.0,51063.17859267509,5008822.469148685,-40.0,45.090167560562875,-128.70504528997307
2021-11-04 01:25:55,lf,pair,36705.313299642454,23728.346752824953,-40.0,68902.24931591582,5008839.8566938015,-40.0,45.10140709679147,-128.47942310089203
2021-11-04 01:26:37,lf,pair,36732.36506716155,23704.685134949883,-40.0,68875.19754839673,5008816.195075926,-40.0,45.10117860358878,-128.47974502017738
2021-11-04 01:26:24,lf,pair,54455.00637684523,23708.931420869558,-40.0,51152.55623871304,5008820.4413618455,-40.0,45.090206034941424,-128.70391331286655
2021-11-04 01:26:00,south,lf,87648.26396080856,12942.448032802648,-40.0,17959.298654749713,4998053.957973779,-40.0,44.972041451548776,-129.11309749144237
2021-11-04 01:26:57,hf,pair,36761.67576174784,23622.35684898843,-40.0,68845.88685381043,5008733.866789965,-40.0,45.10042304803676,-128.48004507470066
2021-11-04 01:27:38,hf,pair,36813.6643817681,23582.30207801404,-40.0,68793.89823379017,5008693.8120189905,-40.0,45.10003247546325,-128.4806683875331
2021-11-04 01:26:45,hf,pair,54542.356380501886,23717.907300091683,-40.0,51065.20623505639,5008829.417241068,-40.0,45.09023108049552,-128.70502586706962
2021-11-04 01:27:29,hf,pair,54517.57551788136,23847.259298759593,-40.0,51089.98709767691,5008958.769239736,-40.0,45.09140540702718,-128.70482824180854
2021-11-04 01:27:18,lf,pair,36745.61402965215,23724.423094103742,-40.0,68861.94858590612,5008835.93303508,-40.0,45.10134739908623,-128.4799296181162
2021-11-04 01:27:08,lf,pair,54483.43002109813,23789.931158323103,-40.0,51124.13259446014,5008901.441099299,-40.0,45.090913549886956,-128.7043451840932
2021-11-04 01:27:39,hf,pair,36791.978122361994,23582.22510957789,-40.0,68815.58449319628,5008693.735050554,-40.0,45.10004499251541,-128.4803939504635
2021-11-04 01:28:21,hf,pair,36806.569188540256,23553.31349812796,-40.0,68800.99342701802,5008664.8234391045,-40.0,45.09977704282193,-128.48055369410892
2021-11-04 01:28:13,hf,pair,54639.664792910364,23875.28894861783,-40.0,50967.89782264791,5008986.798889594,-40.0,45.09157908817126,-128.70639715009207
2021-11-04 01:28:00,lf,pair,36770.60146227458,23678.84402185964,-40.0,68836.96115328369,5008790.353962836,-40.0,45.10092376915409,-128.4802065712207
2021-11-04 01:27:52,lf,pair,54549.49686683996,23832.643429902815,-40.0,51058.06574871831,5008944.153370879,-40.0,45.0912542604278,-128.70521881196274
2021-11-04 01:28:13,south,hf,56770.845976101475,21194.71045519063,-40.0,48836.7166394568,5006306.220396167,-40.0,45.06621575469708,-128.73093656191747
2021-11-04 01:29:02,hf,pair,36804.32563860498,23580.693164558765,-40.0,68803.23697695328,5008692.203105535,-40.0,45.10002374600248,-128.4805488519063
2021-11-04 01:28:57,hf,pair,54708.4807590752,23931.21635184064,-40.0,50899.08185648307,5009042.726292817,-40.0,45.09203640786088,-128.70731739080028
2021-11-04 01:28:42,lf,pair,36777.231873562974,23672.7136008849,-40.0,68830.3307419953,5008784.223541861,-40.0,45.100864799481,-128.48028518814877
2021-11-04 01:28:36,lf,pair,54606.26877618428,23929.23924950991,-40.0,51001.29383937399,5009040.749190486,-40.0,45.092083496149804,-128.7060231332268
