utc,sensor,call_type,x_local,y_local,z_local,x_utm,y_utm,z_utm,lat,lon,wrms,deltax
2021-11-04 02:02:25,lf,pair,75821.12458411367,26288.06064107061,-30.0,29786.438031444603,5011399.570582047,-30.0,45.09944056005762,-128.97640315186837,0.27795705589079545,23.086849176413033
2021-11-04 02:01:52,lf,pair,85943.09513772395,12795.80069905741,-30.0,19664.467477834318,4997907.310640033,-30.0,44.97188209514896,-129.09145604758365,0.18500209046169858,56.53355299107677
2021-11-04 02:02:02,north,hf,75581.17071650103,27622.728458312613,-30.0,30026.391899057242,5012734.238399289,-30.0,45.11154882731074,-128.97462080204707,0.19436234644152325,1162.335849273679
2021-11-04 02:02:14,north,hf,74481.28756360468,22833.44242197024,-30.0,31126.27505195359,5007944.952362946,-30.0,45.06939931795675,-128.95623966435596,0.3411261918303237,915.1201983192285
2021-11-04 02:02:06,south,hf,71945.36481785981,20427.106402111836,-30.0,33662.19779769846,5005538.616343088,-30.0,45.049526308520335,-128.9219655006976,0.2779726692710869,75.27356559556476
2021-11-04 02:02:15,south,hf,53568.48218459594,19264.300703890905,-30.0,52039.080430962335,5004375.810644867,-30.0,45.05095498063623,-128.68873936126155,0.2841184063506137,169.21664100543092
2021-11-04 02:02:23,south,hf,60796.358218071044,18395.83652272809,-30.0,44811.20439748723,5003507.3464637045,-30.0,45.03857612676564,-128.77927769966837,0.2705948871011546,70.936805380895
2021-11-04 02:02:16,south,hf,58965.21027554996,17859.36758775648,-30.0,46642.352340008314,5002970.877528733,-30.0,45.03494345740276,-128.75566301007697,0.22534001265513803,92.35896979066378
2021-11-04 02:02:18,south,hf,59380.029809678934,16374.967974497979,-30.0,46227.53280587934,5001486.477915474,-30.0,45.0213835672975,-128.75956482004793,0.2213621503882426,386.0898068958019
2021-11-04 02:02:34,south,hf,82673.33782332401,13330.317599206872,-30.0,22934.224792234265,4998441.827540183,-30.0,44.978867089201216,-129.0507272041311,0.12615948352027537,141.00305209300075
2021-11-04 02:01:46,south,hf,93410.59108532139,20802.53720524461,-30.0,12196.971530236886,5005914.047146221,-30.0,45.03845707214022,-129.19335416933868,0.30527901764287024,169.76389246604563
2021-11-04 02:02:04,south,hf,85237.06950394197,12473.340650866101,-30.0,20370.493111616306,4997584.850591842,-30.0,44.9694720078483,-129.08224674468744,0.2628273741813511,192.34855269295238
2021-11-04 02:02:11,south,hf,89206.37468518825,17118.409879904357,-30.0,16401.187930370026,5002229.9198208805,-30.0,45.00836023739107,-129.1367463544552,0.1781737922834368,106.44419987630262
2021-11-04 02:02:34,south,hf,53332.009526079055,18731.51605516608,-30.0,52275.55308947922,5003843.025996142,-30.0,45.046331863946925,-128.6852768088413,0.16196382051127492,92.49694016161457
2021-11-04 02:02:32,south,lf,89058.77562072477,10391.012305696366,-30.0,16548.7869948335,4995502.522246673,-30.0,44.9482479416475,-129.12844204947476,0.13501939742411873,151.63650239541712
2021-11-04 02:02:53,hf,pair,82940.1303428408,12481.739063997155,-30.0,22667.432272717473,4997593.249004973,-30.0,44.97109188993563,-129.05328990165447,0.17407166383083408,25.276152391407184
2021-11-04 02:03:09,lf,pair,73419.94864436614,25924.732863725727,-30.0,32187.613971192128,5011036.242804702,-30.0,45.097777706064115,-128.9457105008315,0.3493626661314149,24.533391150045727
2021-11-04 02:03:20,lf,pair,85405.00789479126,12728.587807637843,-30.0,20202.554720767017,4997840.097748614,-30.0,44.97164354454723,-129.08460686471906,0.19516736052722358,58.65155784902147
2021-11-04 02:02:32,lf,pair,77606.68391260863,16660.909915324126,-30.0,28000.878702949645,5001772.419856301,-30.0,45.01206551139143,-128.9899357294249,0.2732526691254194,34.54452259127598
2021-11-04 02:03:19,north,hf,77153.5573974674,18067.669272371502,-30.0,28454.005218090868,5003179.179213348,-30.0,45.024960786565735,-128.9855335158441,0.1688988846850543,549.0587182482413
2021-11-04 02:03:04,north,hf,75110.20030212904,19666.57356799621,-30.0,30497.36231342923,5004778.083508972,-30.0,45.04062997514963,-128.96122844422632,0.25076037270347146,583.2120361244753
2021-11-04 02:03:07,north,hf,65457.42360522821,30288.470689712813,-30.0,40150.139010330066,5015399.980630689,-30.0,45.14206914683982,-128.84904756461765,0.2062377840120355,323.0604616511208
2021-11-04 02:03:28,north,hf,76886.17161942633,27767.835517164127,-30.0,28721.390996131944,5012879.345458141,-30.0,45.11198040763997,-128.99125650715595,0.17617701050430343,1275.2352773334574
2021-11-04 02:03:16,north,hf,75547.80061889385,29738.499217464072,-30.0,30059.761996664427,5014850.00915844,-30.0,45.130512941565684,-128.97618325057218,0.33214005797936313,1530.3845501660824
2021-11-04 02:03:30,north,hf,72621.16063529566,29240.1850684859,-30.0,32986.40198026261,5014351.695009463,-30.0,45.12798935273632,-128.93870180659854,0.156464036646743,835.7727715331824
2021-11-04 02:03:28,north,hf,71871.45200468392,26138.754029581403,-30.0,33736.110610874355,5011250.263970558,-30.0,45.10071504080149,-128.92633430808678,0.1936283702358023,230.98122454067973
2021-11-04 02:03:10,north,hf,71620.181897121,26559.86378905377,-30.0,33987.38071843727,5011671.37373003,-30.0,45.10465088240655,-128.92354899473133,0.3416723574001725,262.72946506386256
2021-11-04 02:03:22,north,hf,54028.87132477556,25612.468570428915,-30.0,51578.69129078271,5010723.978511405,-30.0,45.107526276167775,-128.70022674064734,0.29545759454891757,125.4078209441315
2021-11-04 02:03:13,south,hf,82821.34503831559,12542.449595827247,-30.0,22786.217577242685,4997653.959536804,-30.0,44.97171503878403,-129.0518493015084,0.14830343821858002,26.756173976639083
2021-11-04 02:02:45,south,hf,78505.79812568177,22136.02964889025,-30.0,27101.7644898765,5007247.539589866,-30.0,45.06048310967667,-129.0064277438077,0.216318164330028,94.76457237680734
2021-11-04 02:02:55,south,hf,85837.47645884419,12840.399633307497,-30.0,19770.086156714082,4997951.909574284,-30.0,44.972352603429776,-129.0901666070679,0.17054610716414195,855.8793591256496
2021-11-04 02:02:59,south,hf,71972.76063891049,24635.097722893795,-30.0,33634.80197664778,5009746.60766387,-30.0,45.08718523087067,-128.9262174736735,0.31326604543964703,274.39357952785014
2021-11-04 02:02:51,south,hf,83276.71840149333,16887.090498621263,-30.0,22330.844214064942,5001998.600439598,-30.0,45.01030075645843,-129.06170538140847,0.23923676127422266,920.141638088838
2021-11-04 02:03:04,south,hf,96577.90509524733,22644.121750947525,-30.0,9029.657520310939,5007755.631691923,-30.0,45.052753082077786,-129.23512723575504,0.2991906847650517,569.6591298692247
2021-11-04 02:02:43,south,hf,92953.55938563071,22937.505611502984,-30.0,12654.003229927563,5008049.015552479,-30.0,45.05787747060549,-129.18965376267573,0.23347089041841468,119.19222475498555
2021-11-04 02:03:00,south,hf,74913.32390614646,20855.790551427268,-30.0,30694.238709411817,5005967.300492403,-30.0,45.05140739977686,-128.9598517589469,0.34112252554267564,296.2536159059633
2021-11-04 02:02:46,south,hf,91342.66819068213,21846.59728057383,-30.0,14264.89442487614,5006958.10722155,-30.0,45.04921912696946,-129.1682595054789,0.30024938106801197,1302.113007645559
2021-11-04 02:03:24,south,hf,85199.98656808499,19488.646499066424,-30.0,20407.57604747328,5004600.156440043,-30.0,45.03229184397212,-129.08845132908723,0.2631755609027144,89.17234395999891
2021-11-04 02:02:55,south,hf,73366.61132607395,18439.138497010146,-30.0,32240.95128948432,5003550.648437986,-30.0,45.030791510967425,-128.93806876703118,0.2417228740345534,95.01281729223798
2021-11-04 02:02:58,south,hf,74379.11215659959,19940.14466820517,-30.0,31228.450458958687,5005051.654609181,-30.0,45.04356260074883,-128.95225097007636,0.15724326552687765,86.0862161568961
2021-11-04 02:02:42,south,hf,88071.7233787396,21039.223970474646,-30.0,17535.839236818676,5006150.733911451,-30.0,45.04422449829407,-129.1261866336281,0.21297452549586432,102.2980020014187
2021-11-04 02:04:02,hf,pair,37196.022438685,22291.464514614814,-30.0,68411.54017687327,5007402.974455591,-30.0,45.08823297373364,-128.48439528287483,0.13019945092916985,8.522804408021962
2021-11-04 02:03:38,hf,pair,88051.93006554508,10064.744346554175,-30.0,17555.632550013193,4995176.254287531,-30.0,44.94601050967379,-129.11544034494588,0.2097900695008791,73.01908933704725
2021-11-04 02:03:35,hf,pair,77927.19364341583,14536.45859995977,-30.0,27680.368972142445,4999647.968540936,-30.0,44.99283304370934,-128.99199074363622,0.2894914066747393,38.3143654726226
2021-11-04 02:03:41,lf,pair,37155.89982770103,22388.679279891006,-30.0,68451.66278785723,5007500.189220867,-30.0,45.08912851368135,-128.48397137595137,0.11583738799033112,7.833516984278015
2021-11-04 02:04:23,lf,pair,37237.31422331146,22342.740492005607,-30.0,68370.24839224681,5007454.250432982,-30.0,45.08866727218176,-128.48496169604593,0.09742776230806291,9.391520030247296
2021-11-04 02:04:09,north,hf,76693.34497251576,27947.45913834956,-30.0,28914.217643042517,5013058.969079326,-30.0,45.113716829871585,-128.98898737220887,0.1638447362092787,887.6546504107796
2021-11-04 02:03:41,north,hf,71400.70268777457,27246.080325207095,-30.0,34206.859927783706,5012357.590266183,-30.0,45.110939432141244,-128.92141159038388,0.2316720104237389,127.9217880902105
2021-11-04 02:03:55,north,hf,40187.326946051195,23410.682042665172,-30.0,65420.23566950708,5008522.191983641,-30.0,45.096432255941444,-128.5232003797164,0.37222495142718437,204.7888564973831
2021-11-04 02:03:53,north,hf,30184.196571299788,30108.31287984857,-30.0,75423.36604425848,5015219.822820825,-30.0,45.16252338747726,-128.40231991678797,0.26900196403400584,182.6108784808097
2021-11-04 02:03:37,north,hf,71890.01155741063,28168.140007835307,-30.0,33717.55105814764,5013279.649948811,-30.0,45.11887301778968,-128.92845640800792,0.2333115353972395,326.78882600086246
2021-11-04 02:04:15,north,lf,56884.8729032835,28966.634768957818,-30.0,48722.68971227477,5014078.1447099345,-30.0,45.135753372243904,-128.73937109836845,0.10619281831770111,26.40159662016415
2021-11-04 02:03:49,north,lf,76813.99276396558,28041.409851599452,-30.0,28793.569851592692,5013152.919792576,-30.0,45.11447762904642,-128.990601106441,0.13864976663262704,650.4788016277026
2021-11-04 02:03:53,north,lf,74597.69982438443,6592.97215385549,-30.0,31009.862791173844,4991704.482094832,-30.0,44.92391566453204,-128.94260789603425,0.2229488503906466,462.11063153213126
2021-11-04 02:04:12,south,hf,74128.03276821948,20894.49669036524,-30.0,31479.529847338796,5006006.006631342,-30.0,45.05227299914016,-128.94996906899752,0.19568356363224204,88.05808037691885
2021-11-04 02:04:09,south,hf,88928.92578725427,14671.507369772275,-30.0,16678.636828304006,4999783.017310749,-30.0,44.98664840257956,-129.13090094655678,0.09166165887042095,25.405395636684435
2021-11-04 02:03:31,south,hf,61233.90729237528,20016.093951099552,-30.0,44373.65532318299,5005127.603892076,-30.0,45.052806253554934,-128.78627237039763,0.2638086709820773,101.84340773647615
2021-11-04 02:03:26,south,hf,60837.62163572506,18295.51000643842,-30.0,44769.94097983321,5003407.019947414,-30.0,45.03765113222948,-128.77970816401537,0.28084063253671265,92.60005101101618
2021-11-04 02:03:51,south,hf,80643.74436846739,-2395.869250315156,-30.0,24963.81824709088,4982715.640690661,-30.0,44.839438734484,-129.01038293984462,0.33362626941862444,299.34382402229954
2021-11-04 02:04:43,hf,pair,37197.06689094831,22274.12311941151,-30.0,68410.49572460997,5007385.633060387,-30.0,45.0880769495936,-128.48439357875236,0.1279155559059326,8.594952556995251
2021-11-04 02:04:35,hf,pair,56793.79375301032,29459.008800951702,-30.0,48813.76886254795,5014570.518741928,-30.0,45.14022143914822,-128.73866239207487,0.13513679493351813,20.55464556466368
2021-11-04 02:04:59,hf,pair,83020.03680118745,13036.693957441232,-30.0,22587.52581437082,4998148.203898418,-30.0,44.976006048438784,-129.05482224661893,0.20370685201641295,41.58211497632898
2021-11-04 02:04:11,hf,pair,73941.6440657787,26007.829355433478,-30.0,31665.91854977957,5011119.33929641,-30.0,45.098176924469,-128.95238279096844,0.31698436147094405,28.64378542978484
2021-11-04 02:04:38,hf,pair,89169.46941625056,13684.931227479323,-30.0,16438.09319930771,4998796.441168455,-30.0,44.97765468163899,-129.13298960620068,0.28827751609659436,83.83398892765416
2021-11-04 02:04:49,hf,pair,79507.6590867563,24728.11300981167,-30.0,26099.903528801966,5009839.622950788,-30.0,45.0830189504482,-129.02152759291297,0.23516529340992226,64.19454517044977
2021-11-04 02:04:23,lf,pair,37177.66262218708,22364.09298542607,-30.0,68429.89999337119,5007475.602926402,-30.0,45.088894948421064,-128.48422551407188,0.11297153670758557,7.95425941610713
2021-11-04 02:05:04,lf,pair,37188.93461432191,22286.509564826865,-30.0,68418.62800123636,5007398.0195058035,-30.0,45.08819289338616,-128.48430136621855,0.1110215842594553,8.271207539200224
2021-11-04 02:04:59,lf,pair,56803.45781734005,29398.00786579322,-30.0,48804.10479821822,5014509.517806769,-30.0,45.13966891738673,-128.73872969955798,0.14969346639465625,20.4540553365972
2021-11-04 02:04:38,lf,pair,83023.05215150998,12701.190388476592,-30.0,22584.51046404829,4997812.700329453,-30.0,44.97300070854475,-129.05454306210885,0.24735217639437576,61.52450158876588
2021-11-04 02:04:15,north,lf,56878.94899285857,28977.48241002385,-30.0,48728.613622699704,5014088.992351,-30.0,45.13585430901883,-128.73930591524902,0.10947281713646442,26.861554743302456
2021-11-04 02:04:30,north,lf,75873.60540531174,28098.864421706912,-30.0,29733.95721024653,5013210.374362683,-30.0,45.11561734425604,-128.97876485152196,0.11828302858290363,364.910204881361
2021-11-04 02:05:25,hf,pair,37190.750326465204,22309.30391605718,-30.0,68416.81228909307,5007420.813857034,-30.0,45.088396036148595,-128.48434393896576,0.12523480208543986,8.210158028638416
2021-11-04 02:05:20,hf,pair,56839.026678352566,29563.667832140505,-30.0,48768.53593720571,5014675.177773117,-30.0,45.141129957378205,-128.7393291799302,0.15068718256955618,20.57275699998295
2021-11-04 02:06:06,hf,pair,37249.20260911441,22261.670928502048,-30.0,68358.36000644387,5007373.180869479,-30.0,45.08793360388938,-128.48504233705228,0.08438003184960578,11.528851473641652
2021-11-04 02:05:30,hf,pair,79888.29344384711,27061.69197718988,-30.0,25719.26917171116,5012173.201918166,-30.0,45.10365436039577,-129.0285428375744,0.2158267756155967,29.464642332744035
2021-11-04 02:05:02,hf,pair,80175.55468127748,14530.34178986278,-30.0,25432.007934280788,4999641.851730839,-30.0,44.99128097801612,-129.02035118866917,0.20280579904841883,28.008111124373528
2021-11-04 02:05:46,lf,pair,37180.6562107328,22321.237290616435,-30.0,68426.90640482548,5007432.747231592,-30.0,45.08850911548999,-128.48422652047893,0.11810338834112179,7.946227722388109
2021-11-04 02:05:04,lf,pair,37178.461061646776,22334.05205093109,-30.0,68429.10155391149,5007445.561991908,-30.0,45.08862527977361,-128.48420977548062,0.11338589099959566,7.833563748487401
2021-11-04 02:05:43,lf,pair,56830.3253727103,29615.71398181932,-30.0,48777.23724284797,5014727.223922796,-30.0,45.14160166130251,-128.7392659881667,0.1483233077715784,19.668270851066058
2021-11-04 02:06:04,north,hf,57647.59454377988,27124.24594957944,-30.0,47959.96807177839,5012235.755890556,-30.0,45.11876516359549,-128.74735964905156,0.08078385782399893,21.48867180087337
2021-11-04 02:05:53,north,hf,70176.7798005246,22610.751830403897,-30.0,35430.78281503367,5007722.26177138,-30.0,45.0702391165964,-128.90164419708356,0.2746408292967987,200.47703094530866
2021-11-04 02:05:33,north,hf,71373.14204612059,19402.850415862675,-30.0,34234.42056943769,5004514.360356839,-30.0,45.04073115988336,-128.91378933682128,0.2237428805507587,355.56485992737584
2021-11-04 02:05:37,north,hf,67352.46490853108,23550.630007849017,-30.0,38255.09770702719,5008662.139948825,-30.0,45.08050053092434,-128.86681864462818,0.12620260355042942,369.7343759885724
2021-11-04 02:05:35,north,hf,66899.429713562,24726.842882810244,-30.0,38708.13290199627,5009838.352823786,-30.0,45.091328133243444,-128.8621736209105,0.16622242265142725,94.88704069241298
2021-11-04 02:05:12,north,lf,76803.82615643878,28299.75220177068,-30.0,28803.736459119493,5013411.262142747,-30.0,45.116797207171246,-128.99071543635296,0.1328078082620813,544.5388081637449
2021-11-04 02:05:57,north,lf,75507.75619673247,28145.618480256566,-30.0,30099.8064188258,5013257.128421233,-30.0,45.116278877939465,-128.97418278021323,0.0784704506884672,296.27079189314156
2021-11-04 02:05:56,south,hf,53233.95133010867,13929.317161360595,-30.0,52373.6112854496,4999040.827102337,-30.0,45.00337762940964,-128.6797685122092,0.26446802490063837,141.69028270069757
2021-11-04 02:05:56,south,hf,55112.386090032654,17192.931922779957,-30.0,50495.17652552562,5002304.441863757,-30.0,45.03142472851412,-128.706397685293,0.22898987658903466,88.73157055857628
2021-11-04 02:05:20,south,hf,88894.79995247097,14497.530260844685,-30.0,16712.7626630873,4999609.040201821,-30.0,44.98511443396318,-129.13030393479767,0.11424708999606467,37.644167160650845
2021-11-04 02:05:02,south,hf,63022.34211740918,17610.728791030117,-30.0,42585.220498149094,5002722.238732006,-30.0,45.03011382912231,-128.80668125511738,0.1747255233808747,32.764780956086256
2021-11-04 02:06:06,hf,pair,37226.7500801474,22236.881330892815,-30.0,68380.81253541086,5007348.391271869,-30.0,45.08772515794778,-128.48473701056224,0.12965998930312256,8.350352692532486
2021-11-04 02:06:48,hf,pair,37254.39595327422,22187.336058466433,-30.0,68353.16666228406,5007298.845999443,-30.0,45.08726436151691,-128.48504408504104,0.11410748610186831,8.476570599832602
2021-11-04 02:06:04,hf,pair,56922.364496634094,29495.710301813353,-30.0,48685.19811892418,5014607.22024279,-30.0,45.14046811334551,-128.74032256040346,0.13464879760987963,20.628537039450556
2021-11-04 02:06:12,hf,pair,83643.7501579761,27844.009535057445,-30.0,21963.81245758217,5012955.519476034,-30.0,45.108132074885596,-129.07675593654076,0.1792433642918526,38.74949218431254
2021-11-04 02:06:26,hf,pair,83188.10131901663,13832.870735159306,-30.0,22419.461296541645,4998944.380676135,-30.0,44.98302030211569,-129.05769505140555,0.20632930053866358,55.649609075920445
2021-11-04 02:06:27,lf,pair,37200.58038682463,22262.775123021594,-30.0,68406.98222873364,5007374.285063998,-30.0,45.08797312499451,-128.48442826077456,0.11612202915461038,7.4857083708086005
2021-11-04 02:06:26,lf,pair,56873.75000343989,29690.928759961596,-30.0,48733.81261211838,5014802.438700938,-30.0,45.14224761136507,-128.7398833671831,0.16349463232051425,20.127444257209863
2021-11-04 02:06:36,lf,pair,80174.62056467649,27210.606112268648,-30.0,25432.942050881786,5012322.116053245,-30.0,45.10479560114056,-129.0323030247767,0.18413622970586946,25.747533462971248
2021-11-04 02:05:53,lf,pair,81793.38587090855,27785.887747141896,-30.0,23814.176744649725,5012897.397688118,-30.0,45.10885860094295,-129.05331085521314,0.16481488614554052,27.53176720066943
2021-11-04 02:06:48,north,hf,57031.00139628964,29294.50364809968,-30.0,48576.56121926863,5014406.013589076,-30.0,45.13859667053707,-128.7415158967101,0.10442221084579863,24.539568042886422
2021-11-04 02:06:48,hf,pair,37232.419645044,22188.279157801473,-30.0,68375.14297051428,5007299.789098778,-30.0,45.087286203237724,-128.48476691969375,0.12614524059292284,7.865213642553942
2021-11-04 02:07:29,hf,pair,37250.967332175154,22154.203056347167,-30.0,68356.59528338313,5007265.712997324,-30.0,45.08696956237481,-128.48497221659608,0.12434302105025603,7.810582134209438
2021-11-04 02:07:31,hf,pair,57008.866788711384,29681.252107350967,-30.0,48598.69582684689,5014792.762048327,-30.0,45.14207470129171,-128.74158460878905,0.13942923105677282,20.35803456528802
2021-11-04 02:06:48,hf,pair,56969.8329232441,29609.651887452896,-30.0,48637.72969231417,5014721.161828429,-30.0,45.14145833243972,-128.74102603995766,0.13609909003510293,20.37347360662091
2021-11-04 02:07:08,lf,pair,37222.60646780394,22218.805723929552,-30.0,68384.95614775433,5007330.315664906,-30.0,45.087565716141036,-128.48466905035446,0.11432944454737519,7.259721459074783
2021-11-04 02:07:10,lf,pair,56922.27253132826,29769.365941120643,-30.0,48685.290084230015,5014880.875882097,-30.0,45.142919164962755,-128.7405681840306,0.15860791139050312,20.526657544067522
2021-11-04 02:07:02,lf,pair,102737.68330706879,32445.202077784143,-30.0,2869.879308489486,5017556.712018761,-30.0,45.13615488092803,-129.3225889607801,0.1628187811746881,122.84014887925794
2021-11-04 02:06:46,lf,pair,81101.00502217923,-2568.65069575,-30.0,24506.55759337904,4982542.859245227,-30.0,44.83758783847555,-129.0159750201331,0.23907856167062813,102.4176295987906
2021-11-04 02:06:43,south,hf,100503.43265522938,12902.61491971835,-30.0,5104.1299603288935,4998014.124860695,-30.0,44.96286091338584,-129.2751184439716,0.1850093183196579,262.738558534472
2021-11-04 02:08:10,hf,pair,37275.16671942796,22125.397576684085,-30.0,68332.39589613031,5007236.90751766,-30.0,45.08669670467806,-128.48525353223255,0.12330639810869028,7.298283697265642
2021-11-04 02:07:32,hf,pair,57020.1227230344,29676.039294934155,-30.0,48587.43989252387,5014787.54923591,-30.0,45.14202082742641,-128.74172235556017,0.1416304365665858,20.650851684556105
2021-11-04 02:08:15,hf,pair,57174.33827731101,29492.43096619178,-30.0,48433.22433824726,5014603.940907168,-30.0,45.14027788612729,-128.743508347103,0.14688242591416337,28.08011877975807
2021-11-04 02:08:14,hf,pair,83163.25766004602,14630.530284297289,-30.0,22444.304955512256,4999742.040225274,-30.0,44.99017731208961,-129.0581365654139,0.2863880776997047,57.06571978215531
2021-11-04 02:07:35,hf,pair,85160.76074030058,28465.517732054836,-30.0,20446.80187525769,5013577.027673031,-30.0,45.11266931048827,-129.0965252969363,0.19957617866781507,42.084230656179095
2021-11-04 02:07:50,lf,pair,37238.233461654505,22234.47140689429,-30.0,68369.32915390376,5007345.981347871,-30.0,45.087696566581535,-128.4848801911388,0.10975473029462175,6.9036252834121985
2021-11-04 02:08:32,lf,pair,37310.69205563456,22173.241823054934,-30.0,68296.87055992371,5007284.751764031,-30.0,45.08710376361742,-128.48574404382381,0.09162785871304327,7.473194424444626
2021-11-04 02:07:54,lf,pair,56987.7404317081,29763.5182190958,-30.0,48619.82218385017,5014875.028160072,-30.0,45.14282500133135,-128.74139144786787,0.1594746806289515,21.92440802597646
2021-11-04 02:08:34,north,hf,73967.01656996802,25770.23246584053,-30.0,31640.54604559025,5010881.742406817,-30.0,45.096032905354484,-128.95248170919731,0.08594535919618952,862.5175895877941
2021-11-04 02:08:26,north,hf,72233.19405924577,26704.565525522827,-30.0,33374.368556312504,5011816.075466499,-30.0,45.105542781300514,-128.93143391438846,0.21722228171785765,3365.185342279875
