id,utc,sensor,call_type,x,y,z,t0,rms,weighted_rms,unc_x,unc_y,unc_z,unc_t,ellipse_semi_major,ellipse_semi_minor,ellipse_rotation,ellipse_area,n_picks,n_iterations,x_utm,y_utm,z_utm,lon,lat,filename,horizontal_uncertainty,positional_quality,x_km,y_km,x_utm_km,y_utm_km,minutes,hours
1,2021-11-04 02:00:49.095162,north,hf,56738.22012212857,28542.799815809067,-40.0,47.09516237394053,0.11716174275582658,0.10969204032384468,4.242980801153402,13.393621768715734,0.00221917771054902,0.00221917771054902,34.008470617424294,5.107938645356784,1.8430990170075174,545.7360543175873,6691,20,66717.77987787142,817554.7998158091,-40.0,-126.92311014038528,7.379009830154522,association_2021-11-04_02:00:02.pkl,14.049625979447722,high,56.738220122128574,28.542799815809065,66.71777987787142,817.5547998158091,0.7502361333333333,0.012503935555555555
2,2021-11-04 02:00:18.975505,north,hf,72410.54098815432,23755.672680071035,-40.0,16.97550458924462,0.18918771315893568,0.1273119149461544,125.00746990810578,383.6093260070054,0.26432469528640196,0.26432469528640196,983.1149832936527,93.7731216220449,1.872998117115157,289622.6755697446,744,20,51045.45901184568,812767.6726800711,-40.0,-127.06438062820975,7.334547849501748,association_2021-11-04_02:00:02.pkl,403.4637313716995,high,72.41054098815431,23.755672680071036,51.045459011845686,812.7676726800711,0.24824185,0.004137364166666667
0,2021-11-04 02:00:28.034330,north,lf,56696.40640322006,28490.701370922357,-40.0,26.03432950125326,0.12020304372550368,0.11090953815953083,4.282135680902135,13.775931499315977,0.0022304738880497637,0.0022304738880497637,34.9313505114646,5.167423045847087,1.8379293876115543,567.0733881990766,6613,20,66759.59359677995,817502.7013709224,-40.0,-126.92272799978059,7.378542992036543,association_2021-11-04_02:00:02.pkl,14.426121261915878,high,56.69640640322006,28.49070137092236,66.75959359677995,817.5027013709224,0.39922226666666666,0.006653704444444445
0,2021-11-04 02:01:37.279872,hf,pair,82757.63073876215,12690.027685823869,-40.0,45.279871769378666,0.2368277764807779,0.16523263841899993,3.14246498879305,10.517752755020155,0.00408420500291735,0.00408420500291735,25.93934815122027,7.007921662700522,1.4434843794509362,571.0816022858548,13114,20,40698.36926123785,801702.0276858239,-40.0,-127.15696498279083,7.233858161772897,association_2021-11-04_02:00:52.pkl,10.977167632022576,high,82.75763073876215,12.690027685823868,40.69836926123785,801.7020276858239,1.5533146333333332,0.02588857722222222
1,2021-11-04 02:00:55.031951,hf,pair,83363.0705821437,16118.675709416246,-40.0,3.0319511935239762,1.5522123670992403,0.7958371700113818,16.47040874766861,32.69465204256975,0.007863550500577606,0.007863550500577606,84.4702297096129,29.910345583261392,1.2215581270477927,7937.339906097627,12078,20,40092.9294178563,805130.6757094163,-40.0,-127.16271922873197,7.264740882931468,association_2021-11-04_02:00:52.pkl,36.60894202923637,high,83.3630705821437,16.118675709416245,40.0929294178563,805.1306757094163,0.8491826166666667,0.014153043611111112
2,2021-11-04 02:01:28.947104,hf,pair,86034.34551086657,12796.151496763956,-40.0,36.9471036464848,0.38147325600334503,0.21356858599006837,4.7561633215711705,30.37588801967624,0.011540425090375617,0.011540425090375617,74.38966734481302,11.401871345296827,1.602793904100386,2664.640506940619,8613,20,37421.654489133434,801808.1514967639,-40.0,-127.18657635188916,7.234544050147183,association_2021-11-04_02:00:52.pkl,30.74598612055514,high,86.03434551086657,12.796151496763956,37.42165448913343,801.8081514967639,1.4144351666666668,0.023573919444444445
0,2021-11-04 02:01:13.482680,lf,pair,37020.624674588486,22344.432748285228,-40.0,21.482679940413192,0.23467193597675595,0.1365184200025867,2.751821886643527,5.655268541588337,0.0018916367461395958,0.0018916367461395958,14.328788211555285,5.628119394868057,1.8554625917634817,253.35100899708632,12102,20,86435.37532541151,811356.4327482852,-40.0,-126.74437602998368,7.324592865461305,association_2021-11-04_02:00:52.pkl,6.289243672596016,high,37.02062467458848,22.34443274828523,86.43537532541151,811.3564327482852,1.1566947666666667,0.019278246111111112
0,2021-11-04 02:01:32.527726,north,hf,56814.192024377015,28534.420745282598,-40.0,40.52772568017532,0.1604744583767798,0.10766413637200954,3.83196878697754,12.328304758171749,0.001985130282618099,0.001985130282618099,31.24707519948352,4.7142524612964944,1.8364232026165976,462.7773360530425,7464,20,66641.80797562299,817546.4207452826,-40.0,-126.92379625297245,7.378928174141315,association_2021-11-04_02:00:52.pkl,12.910115529875412,high,56.814192024377014,28.5344207452826,66.64180797562298,817.5464207452826,1.4741122,0.024568536666666665
1,2021-11-04 02:01:06.946560,north,hf,52331.44793435352,23144.088413857375,-40.0,14.94655984820967,0.3588189278606228,0.3096611615193951,8.654764298729516,27.81193173400923,0.009136567339802209,0.009136567339802209,68.91255310106456,18.283036548674,1.7325629843467867,3958.189116004154,5267,20,71124.55206564648,812156.0884138574,-40.0,-126.88284820896284,7.330635388572125,association_2021-11-04_02:00:52.pkl,29.12745254641663,high,52.33144793435352,23.144088413857375,71.12455206564648,812.1560884138573,1.0477594333333333,0.017462657222222223
0,2021-11-04 02:01:40.313023,north,lf,77542.06789978675,28430.226182202823,-40.0,48.31302309321108,0.2096954386659016,0.15010120964147278,346.9181794439251,35.35499377804676,0.23179945497981752,0.23179945497981752,851.1620958757759,64.01835351845834,-3.0729310058951773,171185.3709872683,4409,20,45913.93210021325,817442.2261822028,-40.0,-127.11114393764436,7.376301131801861,association_2021-11-04_02:00:52.pkl,348.71506823441564,high,77.54206789978674,28.430226182202823,45.91393210021325,817.4422261822028,1.60386715,0.026731119166666664
0,2021-11-04 02:01:09.046605,south,lf,85935.71484134097,13100.539899063826,-40.0,17.046604555077945,0.23810066172644595,0.15453791595968802,3.72042177421796,24.965004963430516,0.008506752779677242,0.008506752779677242,61.11238746127927,9.077240076826444,1.5828973074273096,1742.7413873465757,6301,20,37520.285158659026,802112.5398990639,-40.0,-127.1857106655715,7.23729831835959,association_2021-11-04_02:00:52.pkl,25.240701476032424,high,85.93571484134097,13.100539899063826,37.52028515865903,802.1125398990639,1.0827601833333333,0.018046003055555555
0,2021-11-04 02:02:12.119350,hf,pair,86049.35045576071,12045.886555498357,-40.0,30.11935005659383,0.31073109805178856,0.22382359605048668,4.765406131069969,20.61537135587097,0.009095339325624069,0.009095339325624069,50.660500241676935,10.76606524907195,1.66160516098048,1713.4694045839326,14863,20,37406.64954423929,801057.8865554983,-40.0,-127.18664945310101,7.227774228986877,association_2021-11-04_02:01:42.pkl,21.15898465745709,high,86.0493504557607,12.045886555498356,37.40664954423929,801.0578865554984,2.1339726,0.03556621
1,2021-11-04 02:02:30.716387,hf,pair,89202.78474007256,13309.302292865974,-40.0,48.71638703228208,0.31949820604528645,0.21750492755287507,8.76380410457843,30.037206207889547,0.012033306207221324,0.012033306207221324,75.09406214440602,15.058333663200765,1.7799880590488455,3552.48609288461,6242,20,34253.21525992744,802321.3022928659,-40.0,-127.2152427106185,7.238908909745698,association_2021-11-04_02:01:42.pkl,31.28958323721657,high,89.20278474007256,13.309302292865974,34.253215259927444,802.3213022928659,2.4439232166666667,0.04073205361111111
2,2021-11-04 02:02:11.159553,hf,pair,77031.55230952805,18113.09216479174,-40.0,29.15955336203829,0.6652695215860664,0.4929675698757345,33.77518920942926,30.961866051780014,0.02374078106914812,0.02374078106914812,97.75388509002761,54.978740877807105,2.4401003944730766,16884.130061422013,5547,20,46424.44769047195,807125.0921647918,-40.0,-127.10567605832546,7.283257641706709,association_2021-11-04_02:01:42.pkl,45.819216007490944,high,77.03155230952805,18.113092164791738,46.42444769047195,807.1250921647918,2.1179759833333334,0.03529959972222222
0,2021-11-04 02:02:25.513122,lf,pair,75695.391321953,26275.590903419536,-40.0,43.513121522546754,0.3626787524199793,0.2822571438225261,8.25824948532871,9.445055570460108,0.005238604833452418,0.005238604833452418,27.489924926344827,13.689668979771824,0.8970806923467193,1182.2691938105527,12610,20,47760.60867804701,815287.5909034195,-40.0,-127.09427518390126,7.35701420151525,association_2021-11-04_02:01:42.pkl,12.546224901977942,high,75.695391321953,26.275590903419534,47.76060867804701,815.2875909034195,2.3572021333333333,0.03928670222222222
1,2021-11-04 02:01:39.452363,lf,pair,150797.63440529667,72241.19144971999,-40.0,-2.5476371282564054,1.9264824322670808,1.7978070274692872,8470.115942748556,5391.029128645711,6.751200127520361,6.751200127520361,24556.490358063864,977.0930468867347,-2.5755244839731906,75379298.68427439,5546,20,-27341.634405296674,861253.19144972,-40.0,-127.77726861016477,7.764632807218031,association_2021-11-04_02:01:42.pkl,10040.222066742837,low,150.79763440529666,72.24119144971999,-27.341634405296674,861.2531914497199,1.5895228166666666,0.026492046944444445
0,2021-11-04 02:02:43.192974,north,hf,73939.16819093618,22493.366950699346,-40.0,61.19297378848162,0.19466768946285182,0.15952401749416742,332.4156955905701,430.10924611202944,0.36176827947351914,0.36176827947351914,1326.4230057233722,105.09416261692606,2.2271237261744368,437935.8641152458,1636,20,49516.83180906382,811505.3669506994,-40.0,-127.07809165550536,7.323033008691536,association_2021-11-04_02:01:42.pkl,543.5937437701256,high,73.93916819093619,22.493366950699347,49.516831809063824,811.5053669506993,2.651866333333333,0.044197772222222216
1,2021-11-04 02:01:59.342299,north,hf,78542.49803851484,16166.056758725816,-40.0,17.342299190392662,0.43499645667758097,0.23914670107239933,203.3112214353653,175.52313814132347,0.17657508036441846,0.17657508036441846,655.055700542686,56.11771267382446,2.4305055716208552,115485.66093602277,5966,20,44913.50196148516,805178.0567587258,-40.0,-127.11916834770898,7.265566569235157,association_2021-11-04_02:01:42.pkl,268.59602525822726,high,78.54249803851484,16.166056758725816,44.91350196148516,805.1780567587258,1.92102175,0.03201702916666667
2,2021-11-04 02:01:51.470899,north,hf,78472.84695172103,8243.223915838451,-40.0,9.470898640972722,0.4969745380625467,0.40618515825444634,201.89324098782888,219.7114521379937,0.19270168450167213,0.19270168450167213,726.2932357272985,77.08571814334168,2.3129919706984454,175887.83160308003,4820,20,44983.15304827897,797255.2239158384,-40.0,-127.1178903856367,7.1940895966928675,association_2021-11-04_02:01:42.pkl,298.38566144698615,high,78.47284695172104,8.24322391583845,44.983153048278965,797.2552239158384,1.78983175,0.029830529166666668
3,2021-11-04 02:02:13.754775,north,hf,67707.1865699876,28409.986547013625,-40.0,31.754774580815386,0.6087673102745403,0.48872927340690503,16.17258732761258,31.081786729662547,0.010999125379887046,0.010999125379887046,77.27926821499733,37.191620141947034,1.7723274692415765,9029.38084254256,4812,20,55748.81343001239,817421.9865470136,-40.0,-127.02225184403177,7.376928563538427,association_2021-11-04_02:01:42.pkl,35.03755195754238,high,67.70718656998761,28.409986547013624,55.74881343001239,817.4219865470136,2.161229683333333,0.03602049472222222
0,2021-11-04 02:01:39.864975,north,lf,78210.79391024575,28583.788653979613,-40.0,-2.13502516669848,0.34259587654200324,0.17508264321213188,396.26808851897056,39.88271091202732,0.2653015760181179,0.2653015760181179,972.4028146055089,69.23187524433617,-3.070572562309714,211496.0083556404,5904,20,45245.206089754254,817595.7886539797,-40.0,-127.11720053434836,7.377630902405235,association_2021-11-04_02:01:42.pkl,398.2700448290971,high,78.21079391024574,28.583788653979614,45.245206089754255,817.5957886539796,1.5963996833333334,0.02660666138888889
0,2021-11-04 02:01:55.497026,south,hf,82760.57204275596,12707.590351180203,-40.0,13.497026011190131,0.1887167035703219,0.14574971222662228,3.2312940296717527,10.923975401139215,0.004209052311023362,0.004209052311023362,26.90974755333151,7.307858818611937,1.4537073340490843,617.8024764543076,8625,20,40695.42795724404,801719.5903511802,-40.0,-127.15699300784465,7.234016367861626,association_2021-11-04_02:01:42.pkl,11.39186111532646,high,82.76057204275595,12.707590351180203,40.69542795724404,801.7195903511802,1.8569338666666666,0.030948897777777776
1,2021-11-04 02:02:06.480758,south,hf,71700.76598519835,20929.657369403634,-40.0,24.480757859401454,0.3318004261693229,0.2883466276514059,11.273426844447137,70.12376933027073,0.018278938032021894,0.018278938032021894,171.7661300114055,26.831681396452367,1.6087841576672441,14478.890776601776,5029,20,51755.23401480165,809941.6573694036,-40.0,-127.05773513090281,7.3091067267765855,association_2021-11-04_02:01:42.pkl,71.02417319407611,high,71.70076598519834,20.929657369403635,51.75523401480165,809.9416573694036,2.0399960666666668,0.03399993444444445
2,2021-11-04 02:02:14.759504,south,hf,83468.43095218105,13521.66326358874,-40.0,32.75950440360369,0.18232361876579214,0.11879837141737692,34.29894966855436,123.63936264818092,0.040862615262137414,0.040862615262137414,311.8687068544948,37.095137848577785,1.3251080623082285,36344.49689930586,1782,20,39987.56904781895,802533.6632635888,-40.0,-127.16345550387805,7.241302312246031,association_2021-11-04_02:01:42.pkl,128.30865108952872,high,83.46843095218105,13.52166326358874,39.98756904781895,802.5336632635888,2.1779751666666667,0.03629958611111111
3,2021-11-04 02:02:21.650512,south,hf,64201.61307888395,15289.781623443852,-40.0,39.65051248498707,0.444671011191554,0.4275614491141916,15.310503553493177,35.171611051266524,0.011853330718376836,0.011853330718376836,88.13471618298502,32.379541955640654,1.8030677321017752,8965.356918721951,3587,20,59254.38692111605,804301.7816234438,-40.0,-126.98951149204206,7.258819321110508,association_2021-11-04_02:01:42.pkl,38.3595326223235,high,64.20161307888395,15.289781623443853,59.25438692111605,804.3017816234438,2.2928252999999996,0.038213754999999995
0,2021-11-04 02:01:52.227603,south,lf,85902.38324611919,12926.436200580201,-40.0,10.227603052429851,0.2599950064245305,0.15640784975113714,4.290078013882049,28.22873102292926,0.010349086539518382,0.010349086539518382,69.1132511828058,10.392112074840714,1.5928754131537337,2256.3944235575236,5270,20,37553.61675388081,801938.4362005802,-40.0,-127.18539504453531,7.235730398559107,association_2021-11-04_02:01:42.pkl,28.55286368352714,high,85.90238324611919,12.926436200580202,37.55361675388081,801.9384362005802,1.8024434833333334,0.030040724722222224
0,2021-11-04 02:02:53.922034,hf,pair,82937.90798326259,12465.061933518664,-40.0,21.922034475794465,0.2960342317619611,0.17844630792248617,3.0670886854181028,11.482818799069504,0.004448869858801576,0.004448869858801576,28.32813061471682,6.624518308331591,1.442191176186102,589.5519682026026,15507,20,40518.09201673741,801477.0619335186,-40.0,-127.15857506932082,7.2318136544502005,association_2021-11-04_02:02:32.pkl,11.8853759122917,high,82.93790798326259,12.465061933518664,40.51809201673741,801.4770619335186,2.8306839999999998,0.047178066666666664
1,2021-11-04 02:03:13.574529,hf,pair,82807.39865229154,12446.953787209863,-40.0,41.574529207710285,0.2565275971738921,0.1768209031630402,3.397556436041664,11.297179648385601,0.004614768571672468,0.004614768571672468,27.858568781155554,7.598040265217633,1.4443116135814429,664.9825736431485,13394,20,40648.60134770846,801458.9537872098,-40.0,-127.15739450769291,7.231661060088866,association_2021-11-04_02:02:32.pkl,11.797019019395787,high,82.80739865229154,12.446953787209862,40.648601347708464,801.4589537872098,3.1582255833333335,0.052637093055555556
2,2021-11-04 02:02:52.111830,hf,pair,92389.49220006018,10308.448844349035,-40.0,20.111829816228234,0.8449749447380457,0.33359889490413547,29.358343459595275,98.70296223088485,0.06357951102779874,0.06357951102779874,242.37403450480977,69.20576826831139,1.65422487473311,52696.07383953675,4582,20,31066.50779993982,799320.448844349,-40.0,-127.24377727394939,7.211570576674052,association_2021-11-04_02:02:32.pkl,102.97663367892272,high,92.38949220006018,10.308448844349035,31.06650779993982,799.320448844349,2.8005139333333333,0.046675232222222224
3,2021-11-04 02:02:16.214854,hf,pair,127264.58074579944,67566.57550477424,-40.0,-15.785146391515552,1.6567255957651483,0.9276719074349317,2996.6904400433505,2156.9462523772463,2.481358045712601,2.481358045712601,9028.254240938037,411.93393921574005,-2.5184156137743243,11683722.357160648,7895,20,-3808.580745799438,856578.5755047742,-40.0,-127.56409733961337,7.724825168344911,association_2021-11-04_02:02:32.pkl,3692.23113159123,low,127.26458074579944,67.56657550477425,-3.808580745799438,856.5785755047742,2.202231,0.036703849999999996
0,2021-11-04 02:03:03.100697,lf,pair,84090.11307962463,28258.294240276235,-40.0,31.10069678376994,0.28935598453471234,0.19699046849723495,8.721837472985897,11.646225020646005,0.006683022447361255,0.006683022447361255,33.942774465429046,10.784762412883515,0.961273264372686,1150.026355236662,12896,20,39365.88692037537,817270.2942402762,-40.0,-127.1703068715972,7.374200922420756,association_2021-11-04_02:02:32.pkl,14.550086121281279,high,84.09011307962463,28.258294240276236,39.365886920375374,817.2702942402763,2.9836617166666666,0.049727695277777775
1,2021-11-04 02:03:20.538322,lf,pair,85709.6466315102,12686.692032004454,-40.0,48.53832168800938,0.3081192219819805,0.17678634857426936,4.121272447576544,22.48010335667034,0.008763519311357926,0.008763519311357926,55.036505507824764,10.028173047642062,1.5910413219855546,1733.8939980371788,8499,20,37746.3533684898,801698.6920320045,-40.0,-127.1836338897737,7.2335835436462705,association_2021-11-04_02:02:32.pkl,22.854757349701497,high,85.7096466315102,12.686692032004453,37.7463533684898,801.6986920320045,3.2742888,0.05457148
2,2021-11-04 02:02:31.748338,lf,pair,90642.40439208999,9836.533570686177,-40.0,-0.25166218878774715,0.4985290175883191,0.5038997623838414,25.150980406576593,103.04893382287807,0.0570461530723079,0.0570461530723079,252.29180157368535,61.34114733003085,1.5921466825258213,48618.875008973635,4680,20,32813.595607910014,798848.5335706861,-40.0,-127.2279562360796,7.2074599222773745,association_2021-11-04_02:02:32.pkl,106.07381664408943,high,90.64240439208999,9.836533570686177,32.81359560791002,798.8485335706861,2.4611224000000003,0.04101870666666667
0,2021-11-04 02:02:47.349189,north,hf,74113.32687474787,28121.14054226735,-40.0,15.34918929602688,0.5109559684166328,0.4054826700955304,403.1262930615089,87.89056962300812,0.26743786982108775,0.26743786982108775,994.8619160067313,173.81050828478354,-3.0118060418704884,543236.2072300257,3295,20,49342.67312525213,817133.1405422674,-40.0,-127.08012956520734,7.373796741716004,association_2021-11-04_02:02:32.pkl,412.5961226019585,high,74.11332687474787,28.121140542267348,49.34267312525213,817.1331405422674,2.721136583333333,0.04535227638888888
1,2021-11-04 02:03:27.927428,north,hf,77505.72755221301,28054.02014620378,-40.0,55.92742793791506,0.2811150892179861,0.19586445679043754,695.9573094492112,49.06463659861177,0.4644369559775932,0.4644369559775932,1704.1988036106852,110.15978461637695,-3.1134604822581697,589784.2991934078,2585,20,45950.27244778699,817066.0201462038,-40.0,-127.11078413528662,7.3729098787646405,association_2021-11-04_02:02:32.pkl,697.6846817440805,high,77.505727552213,28.05402014620378,45.95027244778699,817.0660201462038,3.3974405666666665,0.05662400944444444
0,2021-11-04 02:02:45.641830,south,hf,78796.4916008686,22357.698958417164,-40.0,13.64182999995108,0.3481078354079326,0.27004701877028187,93.15168576997468,107.17013238226453,0.08010849471176026,0.08010849471176026,338.0185765599562,80.91592777316843,0.8638242819015984,85925.97312897227,5318,20,44659.5083991314,811369.6989584172,-40.0,-127.12197513765939,7.321408548115321,association_2021-11-04_02:02:32.pkl,141.9953303338536,high,78.79649160086859,22.357698958417163,44.659508399131404,811.3696989584172,2.6926806,0.04487801
0,2021-11-04 02:04:02.368783,hf,pair,37200.740485338814,22278.23573588641,-40.0,40.36878273413773,0.22229987475484855,0.13332711079317952,1.611323875549067,4.064171143444277,0.001085128899953512,0.001085128899953512,10.081712400221118,3.5887379381958247,1.745345336717173,113.6647818464623,21637,20,86255.25951466119,811290.2357358864,-40.0,-126.74599941043431,7.323981777473284,association_2021-11-04_02:03:22.pkl,4.371939125276063,high,37.20074048533881,22.278235735886412,86.25525951466119,811.2902357358864,3.97146315,0.0661910525
1,2021-11-04 02:04:23.089956,hf,pair,37243.365116257664,22292.464723487785,-40.0,61.08995644528614,0.11851671034036511,0.10865310579923823,2.3585582313418088,5.831094458340659,0.0014270569665901403,0.0014270569665901403,14.610151873459781,4.857213062075684,1.7992353045121523,222.94193048626747,7695,20,86212.63488374234,811304.4647234877,-40.0,-126.74638584050578,7.324107002181122,association_2021-11-04_02:03:22.pkl,6.290028578052833,high,37.243365116257664,22.292464723487786,86.21263488374234,811.3044647234877,4.316816033333334,0.0719469338888889
0,2021-11-04 02:03:41.887220,lf,pair,37155.446206953246,22385.91963395615,-40.0,19.887220045078553,0.19054238975264282,0.11532948402479745,1.4583232499297873,3.8631640702008188,0.0009955110322524732,0.0009955110322524732,9.59547109273437,3.175824097687223,1.751777391163464,95.73541271467668,20610,20,86300.55379304675,811397.9196339562,-40.0,-126.74559804410788,7.32495718651992,association_2021-11-04_02:03:22.pkl,4.129254573718644,high,37.15544620695324,22.38591963395615,86.30055379304676,811.3979196339561,3.6301037666666667,0.060501729444444444
0,2021-11-04 02:03:46.603874,north,hf,79333.3501543822,18244.71968692006,-40.0,24.603874328660403,0.2844436938086882,0.2204243773758324,422.8241211894767,309.35731982402734,0.3479343453025659,0.3479343453025659,1279.4926051397213,86.307452348106,2.5113945974462126,346925.28206330625,3962,20,44122.649845617794,807256.71968692,-40.0,-127.12648560911927,7.284255749028303,association_2021-11-04_02:03:22.pkl,523.9104778379211,high,79.3333501543822,18.24471968692006,44.122649845617794,807.2567196869201,3.7087146666666664,0.061811911111111104
1,2021-11-04 02:04:09.139067,north,hf,77044.47904522195,28030.426383192374,-40.0,47.1390674727944,0.22349547474704978,0.16957804182449723,427.90651495902546,32.08513932841237,0.2857218732010347,0.2857218732010347,1047.4811537313335,77.53850992072306,-3.1296460946613656,255160.55691550623,3705,20,46411.520954778054,817042.4263831924,-40.0,-127.1066135307685,7.372735368893346,association_2021-11-04_02:03:22.pkl,429.1077273950008,high,77.04447904522195,28.030426383192374,46.411520954778055,817.0424263831924,4.084301216666667,0.06807168694444445
2,2021-11-04 02:03:50.887498,north,hf,74500.73625545893,20263.54697857662,-40.0,28.88749789151683,0.9785428139607952,0.4401216900198719,650.6227075124358,526.1870080791497,0.5334679968442633,0.5334679968442633,2035.1296044924713,231.01334743392073,2.4643363061933785,1476994.975029519,686,20,48955.263744541066,809275.5469785766,-40.0,-127.08298346886991,7.302867863696283,association_2021-11-04_02:03:22.pkl,836.7691886070494,medium,74.50073625545893,20.26354697857662,48.955263744541064,809.2755469785766,3.7801084,0.06300180666666667
